站点名称,更新周数,更新时间,起始时间,结束时间,温度(℃),湿度(%),气压(mb),风向,风速(m/s),周温差(℃),周最低温(℃),周报URL
长城站,2024年第34周,2024-08-24 17:45:00,2024-08-17,2024-08-23,-2.5,86.0,1002.2,西,8.3,6.3,-6.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137747
泰山站,2024年第34周,2024-08-24 15:36:00,2024-08-17,2024-08-23,-44.5,65.0,703.0,东,12.7,21.7,-45.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137747
昆仑站,2024年第34周,2024-08-24 15:32:00,2024-08-17,2024-08-23,-60.6,51.0,569.0,北,0.0,11.2,-61.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137747
长城站,2024年第33周,2024-08-17 17:55:00,2024-08-10,2024-08-16,-1.8,98.0,1012.6,西北,1.7,18.7,-19.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137726
泰山站,2024年第33周,2024-08-17 15:30:00,2024-08-10,2024-08-16,-27.8,80.0,694.0,东,11.4,17.7,-44.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137726
昆仑站,2024年第33周,2024-08-17 15:29:00,2024-08-10,2024-08-16,-51.4,57.0,569.0,东北,6.6,15.3,-62.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137726
长城站,2024年第31周,2024-08-03 17:40:00,2024-07-27,2024-08-02,-12.3,85.0,1003.5,东,2.8,11.5,-14.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137668
泰山站,2024年第31周,2024-08-03 16:09:00,2024-07-27,2024-08-02,-32.5,75.0,724.0,东,12.5,19.1,-48.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137668
昆仑站,2024年第31周,2024-08-03 16:08:00,2024-07-27,2024-08-02,-44.6,60.0,592.0,东北,9.3,19.8,-64.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137668
新奥尔松,2024年第31周,2024-07-31 20:50:00,2024-07-24,2024-07-30,9.6,77.0,1022.8,东,1.4,4.7,6.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137668
中山站,2024年第30周,2024-07-27 17:50:00,2024-07-20,2024-07-26,-7.3,45.0,995.0,东,18.9,16.7,-24.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137647
新奥尔松,2024年第30周,2024-07-27 17:50:00,2024-07-20,2024-07-26,8.3,78.0,1006.9,东南,1.1,12.7,4.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137647
长城站,2024年第30周,2024-07-27 17:40:00,2024-07-20,2024-07-26,-11.3,93.0,977.1,东,11.8,11.4,-11.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137647
昆仑站,2024年第30周,2024-07-26 09:23:00,2024-07-19,2024-07-25,-66.7,45.0,581.0,南,0.0,24.5,-69.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137647
泰山站,2024年第30周,2024-07-22 21:00:00,2024-07-15,2024-07-21,-43.5,66.0,701.0,东,16.6,7.9,-51.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137647
长城站,2024年第29周,2024-07-20 17:55:00,2024-07-13,2024-07-19,-0.7,97.0,960.3,北,3.5,7.1,-6.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137610
中山站,2024年第29周,2024-07-20 17:35:00,2024-07-13,2024-07-19,-18.8,84.0,990.3,东南,17.5,24.9,-34.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137610
新奥尔松,2024年第29周,2024-07-17 20:20:00,2024-07-10,2024-07-16,6.9,83.0,1018.0,北,1.4,4.6,4.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137610
泰山站,2024年第29周,2024-07-17 19:51:00,2024-07-10,2024-07-16,-38.4,70.0,695.0,东,11.6,7.8,-46.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137610
昆仑站,2024年第29周,2024-07-17 19:47:00,2024-07-10,2024-07-16,-51.5,55.0,572.0,东,0.0,14.8,-66.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137610
新奥尔松,2024年第28周,2024-07-13 17:50:00,2024-07-06,2024-07-12,5.2,100.0,1001.4,东南,0.9,8.7,2.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137607
长城站,2024年第28周,2024-07-13 17:40:00,2024-07-06,2024-07-12,-3.2,83.0,977.9,西南,4.9,12.0,-13.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137607
中山站,2024年第28周,2024-07-13 17:35:00,2024-07-06,2024-07-12,-30.5,71.0,971.5,西,1.8,18.4,-31.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137607
昆仑站,2024年第28周,2024-07-13 16:01:00,2024-07-06,2024-07-12,-63.6,47.0,555.0,东北,0.0,16.2,-69.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137607
泰山站,2024年第28周,2024-07-13 15:56:00,2024-07-06,2024-07-12,-41.5,68.0,682.0,东,10.9,23.5,-55.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137607
中山站,2024年第27周,2024-07-06 18:01:00,2024-06-29,2024-07-05,-18.8,36.0,1002.0,东,3.4,22.1,-23.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137589
新奥尔松,2024年第27周,2024-07-06 17:50:00,2024-06-29,2024-07-05,5.9,67.0,1001.8,东,2.8,7.3,4.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137589
长城站,2024年第27周,2024-07-06 17:35:00,2024-06-29,2024-07-05,-1.2,93.0,1008.0,西南,6.2,6.0,-8.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137589
泰山站,2024年第27周,2024-07-06 16:41:00,2024-06-29,2024-07-05,-52.9,60.0,709.0,东,8.2,28.3,-54.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137589
昆仑站,2024年第27周,2024-07-06 16:39:00,2024-06-29,2024-07-05,-66.0,47.0,571.0,西南,0.0,25.5,-69.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137589
新奥尔松,2024年第26周,2024-06-29 17:50:00,2024-06-22,2024-06-28,6.7,68.0,1009.4,东,2.9,7.6,2.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137547
中山站,2024年第26周,2024-06-29 17:45:00,2024-06-22,2024-06-28,-4.3,90.0,979.7,东,4.9,29.6,-34.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137547
长城站,2024年第26周,2024-06-29 17:30:00,2024-06-22,2024-06-28,-5.9,95.0,1011.4,西,2.4,10.7,-11.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137547
泰山站,2024年第26周,2024-06-29 15:26:00,2024-06-22,2024-06-28,-41.2,67.0,707.0,东,13.8,12.9,-53.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137547
昆仑站,2024年第26周,2024-06-29 15:19:00,2024-06-22,2024-06-28,-63.3,47.0,578.0,北,0.0,26.2,-74.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137547
新奥尔松,2024年第26周,2024-06-29 17:50:00,2024-06-22,2024-06-28,6.7,68.0,1009.4,东,2.9,7.6,2.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137547
中山站,2024年第26周,2024-06-29 17:45:00,2024-06-22,2024-06-28,-4.3,90.0,979.7,东,4.9,29.6,-34.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137547
长城站,2024年第26周,2024-06-29 17:30:00,2024-06-22,2024-06-28,-5.9,95.0,1011.4,西,2.4,10.7,-11.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137547
泰山站,2024年第26周,2024-06-29 15:26:00,2024-06-22,2024-06-28,-41.2,67.0,707.0,东,13.8,12.9,-53.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137547
昆仑站,2024年第26周,2024-06-29 15:19:00,2024-06-22,2024-06-28,-63.3,47.0,578.0,北,0.0,26.2,-74.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137547
长城站,2024年第25周,2024-06-22 18:00:00,2024-06-15,2024-06-21,-0.7,97.0,991.4,西,14.6,12.2,-13.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137530
中山站,2024年第25周,2024-06-22 17:55:00,2024-06-15,2024-06-21,-16.5,55.0,989.0,东,7.7,8.8,-18.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137530
新奥尔松,2024年第25周,2024-06-22 17:50:00,2024-06-15,2024-06-21,6.9,84.0,1011.2,北,3.1,6.4,4.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137530
泰山站,2024年第25周,2024-06-22 16:56:00,2024-06-15,2024-06-21,-45.9,65.0,697.0,东,9.8,14.0,-50.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137530
昆仑站,2024年第25周,2024-06-22 16:54:00,2024-06-15,2024-06-21,-68.7,45.0,567.0,西南,0.0,13.2,-75.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137530
长城站,2024年第24周,2024-06-15 18:00:00,2024-06-08,2024-06-14,-8.3,80.0,976.6,西南,0.0,10.3,-12.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137507
中山站,2024年第24周,2024-06-15 17:55:00,2024-06-08,2024-06-14,-16.0,61.0,1002.1,东,7.5,12.0,-17.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137507
昆仑站,2024年第24周,2024-06-15 15:32:00,2024-06-08,2024-06-14,-68.1,45.0,570.0,南,0.0,19.2,-69.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137507
泰山站,2024年第24周,2024-06-15 15:09:00,2024-06-08,2024-06-14,-44.8,66.0,704.0,东,7.1,14.3,-44.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137507
新奥尔松,2024年第24周,2024-06-12 21:20:00,2024-06-05,2024-06-11,2.5,90.0,1007.0,西北,3.2,6.7,1.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137507
长城站,2024年第23周,2024-06-08 18:00:00,2024-06-01,2024-06-07,-3.4,86.0,988.2,西南,3.9,8.6,-9.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137487
新奥尔松,2024年第23周,2024-06-08 17:50:00,2024-06-01,2024-06-07,5.9,66.0,1017.4,东,3.8,5.8,1.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137487
中山站,2024年第23周,2024-06-08 17:36:00,2024-06-01,2024-06-07,-6.5,93.0,969.9,东,22.0,13.7,-20.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137487
昆仑站,2024年第23周,2024-06-08 15:56:00,2024-06-01,2024-06-07,-65.0,48.0,566.0,北,0.0,21.9,-70.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137487
泰山站,2024年第23周,2024-06-08 15:50:00,2024-06-01,2024-06-07,-42.0,67.0,703.0,东,11.1,12.4,-49.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137487
长城站,2024年第22周,2024-06-01 18:00:00,2024-05-25,2024-05-31,-3.9,85.0,991.2,西,4.3,14.9,-14.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137468
中山站,2024年第22周,2024-06-01 17:50:00,2024-05-25,2024-05-31,-9.6,52.0,981.5,东,10.6,23.5,-22.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137468
新奥尔松,2024年第22周,2024-06-01 17:50:00,2024-05-25,2024-05-31,3.4,84.0,1012.2,东,6.1,11.3,-3.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137468
泰山站,2024年第22周,2024-06-01 16:35:00,2024-05-25,2024-05-31,-36.5,72.0,709.0,东南,13.7,18.9,-39.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137468
昆仑站,2024年第22周,2024-06-01 16:28:00,2024-05-25,2024-05-31,-52.3,59.0,584.0,西北,1.0,16.7,-63.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137468
长城站,2024年第21周,2024-05-25 18:00:00,2024-05-18,2024-05-24,-0.5,89.0,1003.2,西南,12.4,10.6,-10.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137448
新奥尔松,2024年第21周,2024-05-25 17:50:00,2024-05-18,2024-05-24,-2.1,85.0,1013.8,西,6.1,7.2,-7.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137448
中山站,2024年第21周,2024-05-25 17:40:00,2024-05-18,2024-05-24,-4.0,81.0,961.0,东,7.2,23.9,-27.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137448
泰山站,2024年第21周,2024-05-25 15:41:00,2024-05-18,2024-05-24,-32.7,75.0,692.0,东,10.8,29.7,-58.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137448
昆仑站,2024年第21周,2024-05-25 15:36:00,2024-05-18,2024-05-24,-64.5,48.0,564.0,北,0.0,21.9,-76.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137448
新奥尔松,2024年第20周,2024-05-18 17:50:00,2024-05-11,2024-05-17,-3.8,79.0,1007.8,西北,5.2,6.3,-4.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137408
长城站,2024年第20周,2024-05-18 17:50:00,2024-05-11,2024-05-17,-1.7,78.0,981.4,西南,10.9,7.8,-6.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137408
中山站,2024年第20周,2024-05-18 17:40:00,2024-05-11,2024-05-17,-23.1,56.0,996.5,东,4.7,18.0,-25.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137408
昆仑站,2024年第20周,2024-05-18 17:00:00,2024-05-11,2024-05-17,-68.8,46.0,563.0,南,0.0,19.9,-70.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137408
泰山站,2024年第20周,2024-05-18 16:59:00,2024-05-11,2024-05-17,-51.3,61.0,697.0,东,9.1,17.9,-51.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137408
长城站,2024年第19周,2024-05-11 17:50:00,2024-05-04,2024-05-10,0.9,98.0,982.1,西北,4.3,8.3,-7.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137349
新奥尔松,2024年第19周,2024-05-11 17:50:00,2024-05-04,2024-05-10,0.8,75.0,1010.0,东,6.8,7.9,-5.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137349
中山站,2024年第19周,2024-05-11 17:46:00,2024-05-04,2024-05-10,-7.9,58.0,981.2,东,7.9,20.3,-28.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137349
泰山站,2024年第19周,2024-05-11 15:47:00,2024-05-04,2024-05-10,-37.4,70.0,697.0,东北,12.7,15.3,-52.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137349
昆仑站,2024年第19周,2024-05-11 15:39:00,2024-05-04,2024-05-10,-59.4,50.0,566.0,东,0.0,17.0,-70.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137349
新奥尔松,2024年第18周,2024-05-04 17:50:00,2024-04-27,2024-05-03,-2.4,63.0,1024.2,东,2.7,6.8,-4.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137308
中山站,2024年第18周,2024-05-04 17:40:00,2024-04-27,2024-05-03,-15.3,39.0,989.2,东,6.1,17.2,-22.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137308
长城站,2024年第18周,2024-05-04 17:40:00,2024-04-27,2024-05-03,-3.7,87.0,997.9,东,2.5,8.2,-7.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137308
泰山站,2024年第18周,2024-05-04 16:24:00,2024-04-27,2024-05-03,-41.3,67.0,702.0,东,6.3,13.4,-48.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137308
昆仑站,2024年第18周,2024-05-04 16:20:00,2024-04-27,2024-05-03,-55.0,53.0,572.0,南,0.0,24.9,-76.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137308
中山站,2024年第17周,2024-04-27 17:40:00,2024-04-20,2024-04-26,-21.3,63.0,983.8,南,0.5,15.7,-21.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137267
长城站,2024年第17周,2024-04-27 17:35:00,2024-04-20,2024-04-26,-4.2,94.0,971.4,东南,2.8,9.9,-7.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137267
中山站,2024年第16周,2024-04-20 17:40:00,2024-04-13,2024-04-19,-14.9,84.0,985.1,东北,0.0,11.4,-23.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137228
长城站,2024年第16周,2024-04-20 17:35:00,2024-04-13,2024-04-19,-2.9,86.0,992.0,西,1.5,7.3,-4.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137228
新奥尔松,2024年第16周,2024-04-18 17:20:00,2024-04-11,2024-04-17,-3.6,66.0,1011.9,东,5.7,10.7,-14.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137228
昆仑站,2024年第16周,2024-04-18 15:21:00,2024-04-11,2024-04-17,-58.5,51.0,565.0,东北,0.0,26.3,-73.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137228
泰山站,2024年第16周,2024-04-18 15:03:00,2024-04-11,2024-04-17,-35.7,71.0,694.0,东北,11.4,14.5,-50.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137228
长城站,2024年第15周,2024-04-13 17:55:00,2024-04-06,2024-04-12,1.8,97.0,991.7,西,10.4,8.2,-6.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137189
新奥尔松,2024年第15周,2024-04-13 17:50:00,2024-04-06,2024-04-12,-4.9,60.0,1006.0,东南,6.3,16.3,-20.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137189
中山站,2024年第15周,2024-04-13 17:46:00,2024-04-06,2024-04-12,-18.6,57.0,998.8,西南,4.2,21.5,-27.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137189
泰山站,2024年第15周,2024-04-13 16:06:00,2024-04-06,2024-04-12,-47.9,63.0,709.0,东南,10.4,22.2,-52.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137189
昆仑站,2024年第15周,2024-04-13 15:56:00,2024-04-06,2024-04-12,-64.6,50.0,578.0,南,0.0,12.4,-72.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137189
长城站,2024年第14周,2024-04-06 17:50:00,2024-03-30,2024-04-05,0.4,96.0,957.7,西,11.4,7.7,-5.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137167
新奥尔松,2024年第14周,2024-04-06 17:50:00,2024-03-30,2024-04-05,-20.4,62.0,1010.6,西南,2.0,18.6,-24.0,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137167
中山站,2024年第14周,2024-04-06 17:36:00,2024-03-30,2024-04-05,-20.3,55.0,986.9,东,11.9,14.2,-23.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137167
泰山站,2024年第14周,2024-04-06 16:23:00,2024-03-30,2024-04-05,-47.9,63.0,688.0,东,10.1,10.3,-48.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137167
昆仑站,2024年第14周,2024-04-06 16:18:00,2024-03-30,2024-04-05,-65.0,48.0,564.0,东南,0.0,13.9,-71.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137167
新奥尔松,2024年第13周,2024-03-30 17:50:00,2024-03-23,2024-03-29,-20.2,65.0,1012.8,西北,6.9,18.2,-23.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137127
长城站,2024年第13周,2024-03-30 17:45:00,2024-03-23,2024-03-29,-4.9,77.0,981.7,南,1.0,8.3,-4.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137127
中山站,2024年第13周,2024-03-30 17:36:00,2024-03-23,2024-03-29,-14.7,51.0,980.0,东,6.6,12.5,-17.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137127
昆仑站,2024年第13周,2024-03-30 15:31:00,2024-03-23,2024-03-29,-64.3,46.0,562.0,南,0.0,16.3,-66.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137127
泰山站,2024年第13周,2024-03-30 15:29:00,2024-03-23,2024-03-29,-44.2,64.0,687.0,东,10.2,17.7,-47.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137127
长城站,2024年第12周,2024-03-23 17:45:00,2024-03-16,2024-03-22,0.4,89.0,984.7,西,3.2,5.4,-3.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137086
中山站,2024年第12周,2024-03-23 17:35:00,2024-03-16,2024-03-22,-12.5,50.0,990.6,东南,6.4,11.2,-13.7,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137086
新奥尔松,2024年第12周,2024-03-23 17:20:00,2024-03-16,2024-03-22,-16.2,55.0,1020.6,西南,1.6,13.9,-26.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137086
泰山站,2024年第12周,2024-03-23 09:42:00,2024-03-16,2024-03-22,-43.6,66.0,698.0,东,11.9,13.5,-43.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137086
昆仑站,2024年第12周,2024-03-23 09:39:00,2024-03-16,2024-03-22,-62.4,51.0,575.0,东南,0.0,30.5,-66.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137086
长城站,2024年第11周,2024-03-16 17:55:00,2024-03-09,2024-03-15,-0.6,86.0,983.8,东,8.6,6.7,-0.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137047
新奥尔松,2024年第11周,2024-03-16 17:50:00,2024-03-09,2024-03-15,-23.8,64.0,1006.9,东南,1.8,27.4,-27.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137047
中山站,2024年第11周,2024-03-16 17:37:00,2024-03-09,2024-03-15,-8.7,47.0,992.7,东,4.6,10.5,-11.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137047
昆仑站,2024年第11周,2024-03-16 16:48:00,2024-03-09,2024-03-15,-54.1,52.0,580.0,东南,3.0,18.4,-67.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137047
泰山站,2024年第11周,2024-03-16 16:36:00,2024-03-09,2024-03-15,-33.0,67.0,704.0,东,13.7,12.3,-36.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137047
中山站,2024年第10周,2024-03-09 17:57:00,2024-03-02,2024-03-08,-7.1,47.0,987.4,东南,2.7,10.5,-11.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137026
长城站,2024年第10周,2024-03-09 17:50:00,2024-03-02,2024-03-08,-0.3,100.0,994.3,西北,4.5,4.6,-0.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137026
新奥尔松,2024年第10周,2024-03-09 17:50:00,2024-03-02,2024-03-08,-0.4,84.0,1010.4,西南,5.2,16.4,-12.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137026
泰山站,2024年第10周,2024-03-08 22:18:00,2024-03-01,2024-03-07,-38.0,65.0,702.0,东,8.3,12.8,-41.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137026
昆仑站,2024年第10周,2024-03-08 22:07:00,2024-03-01,2024-03-07,-54.6,55.0,571.0,西北,2.6,20.7,-61.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=137026
中山站,2024年第09周,2024-03-02 17:57:00,2024-02-24,2024-03-01,-4.3,56.0,980.0,东南,7.9,10.7,-10.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136967
新奥尔松,2024年第09周,2024-03-02 17:50:00,2024-02-24,2024-03-01,-8.5,67.0,1011.0,东南,1.2,19.6,-16.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136967
长城站,2024年第09周,2024-03-02 17:45:00,2024-02-24,2024-03-01,0.5,98.0,995.5,东北,0.0,4.4,0.3,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136967
昆仑站,2024年第09周,2024-03-02 16:20:00,2024-02-24,2024-03-01,-34.4,59.0,567.0,东南,0.8,29.9,-61.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136967
泰山站,2024年第09周,2024-03-02 15:56:00,2024-02-24,2024-03-01,-36.3,67.0,697.0,东,10.2,17.0,-43.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136967
中山站,2024年第08周,2024-02-24 17:52:00,2024-02-17,2024-02-23,-0.3,50.0,983.2,东,6.0,6.6,-6.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136948
新奥尔松,2024年第08周,2024-02-24 17:50:00,2024-02-17,2024-02-23,-5.1,100.0,988.1,南,0.7,14.7,-18.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136948
长城站,2024年第08周,2024-02-24 17:35:00,2024-02-17,2024-02-23,1.1,91.0,996.8,西南,9.5,5.9,-0.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136948
泰山站,2024年第08周,2024-02-24 16:42:00,2024-02-17,2024-02-23,-27.1,68.0,705.0,东,9.1,15.8,-39.8,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136948
昆仑站,2024年第08周,2024-02-24 16:38:00,2024-02-17,2024-02-23,-41.9,58.0,580.0,南,3.5,23.0,-64.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136948
中山站,2024年第07周,2024-02-17 17:52:00,2024-02-10,2024-02-16,-2.8,49.0,983.5,东北,2.9,9.9,-7.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136911
新奥尔松,2024年第07周,2024-02-17 17:50:00,2024-02-10,2024-02-16,-11.6,82.0,995.0,西北,8.3,15.4,-12.9,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136911
长城站,2024年第07周,2024-02-17 17:35:00,2024-02-10,2024-02-16,2.1,96.0,994.8,西北,7.8,4.8,0.6,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136911
新奥尔松,2024年第06周,2024-02-10 17:50:00,2024-02-03,2024-02-09,-7.1,59.0,1007.4,东南,3.5,12.5,-13.4,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136908
长城站,2024年第06周,2024-02-10 17:35:00,2024-02-03,2024-02-09,1.5,96.0,990.3,西,6.8,7.6,0.1,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136908
中山站,2024年第06周,2024-02-10 17:32:00,2024-02-03,2024-02-09,-2.3,41.0,982.5,东北,6.7,10.4,-7.2,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136908
泰山站,2024年第06周,2024-02-10 15:51:00,2024-02-03,2024-02-09,-28.0,62.0,703.0,东,7.7,18.8,-37.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136908
昆仑站,2024年第06周,2024-02-10 15:35:00,2024-02-03,2024-02-09,-38.1,61.0,575.0,西南,2.8,16.4,-50.5,https://pole.whu.edu.cn/cn/gb_news.php?modid=02001&id=136908
